title,avg_rating,count_rating,w_score,release_date
The Woods,3.2911392405063293,158,3.1386364674098908,2006-09-25
Rambo First Blood Part II,3.3701923076923075,104,3.1386326787724275,1985-05-21
Three Kings,3.697674418604651,43,3.138620405928364,1999-09-27
Little Dorrit,3.697674418604651,43,3.138620405928364,2008-10-26
The Ascent,3.389473684210526,95,3.1385623750800935,1977-04-02
War Arrow,3.5961538461538463,52,3.1385505814449317,1954-01-01
Vice Versa,3.205965909090909,352,3.138533634533111,1988-02-25
Singin in the Rain,3.4925373134328357,67,3.1385286035967868,1952-04-10
Fakta Ladh Mhana,3.652173913043478,46,3.13850292437071,2011-08-05
The Wonderful Country,3.3653846153846154,104,3.1384937049550943,1959-10-21
The Mexican,3.61,50,3.138487683189638,2001-03-01
Wild Wild West,3.3020833333333335,144,3.1384827785165315,1999-06-29
The Incredible Shrinking Man,3.686046511627907,43,3.1384790351977605,1957-02-22
Bonjour Monsieur Shlomi,3.725,40,3.138455105463648,2003-04-03
Other People s Money,3.5980392156862746,51,3.1384486153485214,1991-10-18
The Phantom of Crestwood,3.492424242424242,66,3.1384270609830436,1932-10-14
Come Drink with Me,3.707317073170732,41,3.138415936315333,1966-04-07
Aliens,3.3737373737373737,99,3.138408108352104,1986-07-18
The Quiet American,3.464788732394366,71,3.138373163063128,2002-11-22
Joint Security Area,3.198186528497409,386,3.1383505984038966,2000-09-09
Everything Must Go,3.4779411764705883,68,3.138349332272289,2010-10-15
Jungle Freaks,3.6,50,3.1383465917059197,1969-09-03
Something s Gotta Give,3.4923076923076923,65,3.1383254613036526,2003-12-12
Cold Showers,3.7125,40,3.1383136147171427,2005-05-14
Oosaravelli,3.588235294117647,51,3.1383075636671856,2011-10-06
Falling Angels,3.208588957055215,326,3.1382985108349755,2003-09-08
Lorna,3.3789473684210525,95,3.1382837304077795,1964-09-11
I m a Cyborg But That s OK,3.435064935064935,77,3.1382806798721403,2006-12-07
The Lost Boys,3.2159863945578233,294,3.1382788562456936,1987-07-31
The Day the Earth Stood Still,3.1514799767846777,1723,3.1382595943274496,1951-09-17
The Christmas Toy,3.6444444444444444,45,3.138259481091737,1986-12-06
The Godfather,3.1641961231470925,877,3.1382521853407703,1972-03-14
Lost Christmas,3.870967741935484,31,3.138241219838697,2011-12-11
Dominick and Eugene,3.1954314720812182,394,3.138194519184999,1988-03-18
Young Cassidy,3.5454545454545454,55,3.1381516714628717,1965-02-25
Carlito s Way,3.6041666666666665,48,3.13814237158717,1993-11-10
Ocean Heaven,3.3378378378378377,111,3.138086066269263,2010-08-05
The Big Fix,3.5,61,3.1380591458555864,1978-01-01
Trapped in the Closet Chapters 1 12,3.3275862068965516,116,3.1380333125623134,2005-11-01
Nazis at the Center of the Earth,3.6707317073170733,41,3.137991584159624,2012-04-23
Fire Birds,3.2732919254658386,161,3.1379754437144136,1990-05-25
Some Girls Do,3.312,125,3.137966356716989,1969-01-23
Imagine,3.675,40,3.137889142477627,2012-04-12
Lost in Space,3.2934782608695654,138,3.1378855255486093,1998-04-03
Mind Meld Secrets Behind the Voyage of a Lifetime,3.7162162162162162,37,3.137864691199569,2001-11-06
They All Laughed,3.4012345679012346,81,3.137846215644914,1981-01-01
Life,3.425675675675676,74,3.1378363842388697,1999-04-16
Mammy,3.41025641025641,78,3.1378220089835485,1930-03-26
Duplex,3.642857142857143,42,3.137811146469664,2003-09-26
Psychopathia Sexualis,3.391566265060241,83,3.137769137689398,2006-06-08
Heart of Stone,3.5277777777777777,54,3.137767814332104,2001-09-26
Robin Hood Prince of Thieves,3.294776119402985,134,3.1377619085085833,1991-06-14
House of Usher,3.78125,32,3.13763476422016,2008-05-08
The Servant,3.7083333333333335,36,3.1376204463956707,1963-11-01
Into the Wild,3.2288888888888887,225,3.137617686266387,2007-09-11
Bugs Bunny s Looney Christmas Tales,3.3735632183908044,87,3.1376152400825066,1979-11-27
Insiang,3.2938931297709924,131,3.1376000473646655,1976-12-25
Buck and the Preacher,3.757575757575758,33,3.137595738824838,1972-03-17
Julia,3.602272727272727,44,3.137591907877053,2008-02-09
Two Girls and a Sailor,3.5090909090909093,55,3.1375881006783812,1944-06-14
High School,3.221311475409836,244,3.137586990124522,2010-06-03
Fantasía 3,3.388888888888889,81,3.1375664797156313,1966-01-01
Bitch Hug,3.5288461538461537,52,3.1375634981351004,2012-10-19
The Era of Vampires,3.518867924528302,53,3.1375247128925903,2002-01-01
Sartana the Gravedigger,3.491228070175439,57,3.137510603719567,1969-11-20
Eagle vs Shark,3.4338235294117645,68,3.137507061510315,2007-07-15
Begone Dull Care,3.765625,32,3.1374929524327637,1949-01-01
Jet Pilot,3.351063829787234,94,3.137486106161837,1957-10-11
Pain Gain,3.357142857142857,91,3.137461685920397,2013-04-18
Shadowboxing,3.9038461538461537,26,3.1374432216851638,2005-03-05
Violette,3.2762237762237763,143,3.137420988695402,1978-05-24
The Negro Soldier,3.6578947368421053,38,3.137400943339781,1944-04-10
Commune,3.8392857142857144,28,3.137365168858947,2005-04-07
The Prime of Miss Jean Brodie,3.2664473684210527,152,3.1373560402894944,1969-02-24
Black Belly of the Tarantula,3.25,174,3.137350087705829,1971-08-12
Mostly Martha,3.3,120,3.1373270938312685,2001-09-09
The Saimaa Gesture,3.4318181818181817,66,3.137303402350536,1981-09-11
High Heels,3.3034188034188032,117,3.137302717316783,1991-10-23
He Ran All The Way,3.414285714285714,70,3.1372895930432234,1951-06-19
By the Sea,3.4444444444444446,63,3.1372786357645746,1915-04-29
Mixed Kebab,3.9782608695652173,23,3.137276117972998,2012-02-29
I ll Sleep When I m Dead,3.1517189835575485,1338,3.1372723729639964,2003-05-14
Gli equilibristi,3.8518518518518516,27,3.137262171008702,2012-01-01
Steve Jobs The Lost Interview,3.6447368421052633,38,3.1372593724694036,2012-05-11
The Sound Barrier,3.6447368421052633,38,3.1372593724694036,1952-12-21
Murder on the Orient Express,3.2896825396825395,126,3.137237596465948,1974-11-24
Enemy at the Gates,3.2983193277310923,119,3.137226708283724,2001-03-13
The Skulls II,3.273049645390071,141,3.1372214844523603,2002-04-09
Race Street,3.628205128205128,39,3.137220519612613,1948-09-11
Johnny Belinda,3.52,50,3.1372178598361757,1948-09-14
Nina Frisk,3.52,50,3.1372178598361757,2007-03-09
Memory Lane,3.1897506925207755,361,3.1371725256011826,2010-11-24
Boy Eats Girl,3.3026315789473686,114,3.137139711649049,2005-06-07
The Jane Austen Book Club,3.2054545454545456,275,3.137118619106198,2007-09-09
Dr Who and the Daleks,3.6315789473684212,38,3.1371178015990258,1965-08-23
The Boys from Fengkuei,3.520408163265306,49,3.1371154599998414,1983-07-13
Vegucated,3.45,60,3.13711313289646,2011-01-09
White Lightning,3.45,60,3.13711313289646,1973-08-06
Mimic,3.2031802120141344,283,3.137092949504194,1997-08-22
Bullet Ballet,3.5434782608695654,46,3.1370904151894003,1998-09-12
The Jazz Singer,3.3035714285714284,112,3.1370771123432912,1927-10-06
The Reincarnation of Isabel,3.4814814814814814,54,3.1370631522880204,1973-01-17
Mallrats,3.3505747126436782,87,3.137056705676787,1995-10-20
The Graves,3.88,25,3.137055999683824,2010-01-29
And the Ship Sails On,3.5,51,3.137038098535161,1983-10-06
The Running Man,3.311320754716981,106,3.137027793679493,1987-11-13
O Brother Where Art Thou,3.635135135135135,37,3.1370150254014497,2000-08-30
Shark,3.1417525773195876,3880,3.137008415157373,1969-10-08
Fate,3.5853658536585367,41,3.1370014291296364,2003-03-15
Margaret Cho Notorious C H O,3.725806451612903,31,3.136964551658942,2002-06-29
The Glass Cell,3.3351648351648353,91,3.136903774739857,1978-04-05
I Can t Sleep,3.4901960784313726,51,3.136897046853825,1994-05-18
Hotel St Pauli,3.4901960784313726,51,3.136897046853825,1988-03-03
Lorna s Silence,3.27734375,128,3.1368857064684517,2008-08-27
Safe,3.5454545454545454,44,3.1368852540243766,1995-06-23
Racing Stripes,3.5454545454545454,44,3.1368852540243766,2005-01-06
Code 46,3.208835341365462,249,3.1368688286008974,2003-09-02
The Third Reich The Rise Fall,3.661764705882353,34,3.1368480786006687,2010-12-14
Kabei Our Mother,3.337078651685393,89,3.1368406418687727,2008-01-26
Farsan,3.7962962962962963,27,3.1368361314722333,2010-02-12
Gemini,3.7962962962962963,27,3.1368361314722333,1999-09-15
Bigfoot,3.6052631578947367,38,3.13683465985827,1970-10-21
Æon Flux,3.5,49,3.136833197382703,2005-11-30
Samantha An American Girl Holiday,3.433333333333333,60,3.136831743960673,2004-11-23
Blood Games,3.3733333333333335,75,3.136817039813786,1990-12-12
Brotherhood of the Wolf,3.3430232558139537,86,3.13681564659686,2001-01-31
The Erotic Misadventures of the Invisible Man,3.4473684210526314,57,3.1368065370303704,2003-11-18
Julian Po,3.84,25,3.1367718118925314,1997-09-05
Eraserhead,3.4193548387096775,62,3.1367547813958714,1977-03-19
Tension,3.3636363636363638,77,3.136740408784429,1949-11-23
Julia Misbehaves,3.8076923076923075,26,3.136732954056321,1948-08-08
Journey to the Beginning of Time,3.276,125,3.1367228505823586,1955-08-04
The Phantom Carriage,4.052631578947368,19,3.1367207503095647,1939-09-07
Run Bitch Run,3.5609756097560976,41,3.136718527692497,2009-01-01
The 3 Rs,3.891304347826087,23,3.1367074191558912,2011-09-21
Alibi Ike,3.6470588235294117,34,3.13670634721,1935-06-15
Strangers on a Train,3.3666666666666667,75,3.1366769366978926,1951-06-18
Sky High,3.389705882352941,68,3.1366647907483403,2003-12-05
Case départ,3.9523809523809526,21,3.13664295313743,2011-07-05
The Straight Story,3.3241758241758244,91,3.1366248191495867,1999-10-15
Hell s Highway,4.083333333333333,18,3.136617304996708,1932-09-23
Susana,3.5625,40,3.1366157257590808,1951-04-11
Dog Star Man Part II,3.5625,40,3.1366157257590808,1963-01-09
Freedom,3.5625,40,3.1366157257590808,2006-11-24
Uno bianca,3.4705882352941178,51,3.136614943491153,2001-02-05
Guest Wife,3.909090909090909,22,3.1366040877431707,1945-07-27
The Cat Came Back,3.6515151515151514,33,3.1366033377813993,1988-06-22
Silent Tongue,3.7884615384615383,26,3.136590900530553,1993-01-28
The Fantastic Flying Books of Mr Morris Lessmore,3.4237288135593222,59,3.1365887895990316,2011-01-30
The Invisible Boy,3.345679012345679,81,3.1365874039631416,1957-10-01
The Office Party,3.7,30,3.1365777432565523,1972-10-04
These Amazing Shadows,4.1875,16,3.1365526957910532,2011-01-22
Walking the Streets of Moscow,3.759259259259259,27,3.1365521051145873,1963-01-01
Puppet Master II,3.759259259259259,27,3.1365521051145873,1990-11-28
The Horseman,3.479591836734694,49,3.136550934765564,2008-08-03
Pickpocket,3.3313953488372094,86,3.1365363013820433,1959-12-16
The Assault,3.185840707964602,339,3.1365249039050926,1986-02-06
Dead in Tombstone,3.47,50,3.136512402417585,2013-10-01
Flesh Gordon,3.3373493975903616,83,3.136511029883538,1974-07-30
Delphine 1 Yvan 0,3.176190476190476,420,3.1365099523959934,1996-06-19
Green Fire,3.1844380403458215,347,3.13650089868971,1954-12-29
Kissinger,3.65625,32,3.1365002699209934,2011-01-01
Smiling Fish Goat On Fire,3.8,25,3.136487624101239,1999-09-16
School For All,3.5972222222222223,36,3.136487237715292,2006-10-18
To Sir with Love,3.3768115942028984,69,3.1364860928728637,1967-06-14
When Love Is Not Enough The Lois Wilson Story,3.5113636363636362,44,3.1364612617127703,2010-04-25
The 12 Dogs of Christmas,3.3238636363636362,88,3.1364600624511247,2005-11-01
Hard Candy,3.191919191919192,297,3.1364547461452568,2005-01-14
The Giant Mechanical Man,3.769230769230769,26,3.136448847004784,2012-04-27
Rock Around the Clock,3.683333333333333,30,3.136435850981168,1956-03-21
Children of the Corn V Fields of Terror,3.6176470588235294,34,3.1364228844286632,1998-06-21
Bolero Dance of Life,3.4693877551020407,49,3.1364098034569943,1981-05-27
Lady Frankenstein,3.2403846153846154,156,3.1363835420262585,1971-10-22
Choose,3.2175,200,3.136383304912946,2011-01-17
Confession,3.7142857142857144,28,3.1363713588754156,1937-08-19
Roman Polanski Odd Man Out,3.640625,32,3.1363584581335977,2012-09-09
Bad Medicine,3.9047619047619047,21,3.136358441927688,1985-11-22
Bowling for Columbine,3.208520179372197,223,3.136346494750172,2002-10-09
The Joyless Street,3.478723404255319,47,3.136345642704315,1925-03-01
The Diary of an Unknown Soldier,3.478723404255319,47,3.136345642704315,1959-01-02
It s a Free World,3.5833333333333335,36,3.136345586630245,2007-09-01
The Invasion,3.4423076923076925,52,3.13629439102246,2007-08-17
George and the Dragon,3.4423076923076925,52,3.13629439102246,2004-03-28
The Executioner,3.151750972762646,1028,3.136289232537361,1963-09-01
Handsome Harry,3.373134328358209,67,3.1362819174588403,2009-04-25
The Count,3.2432432432432434,148,3.1362712536897797,1916-09-04
Guys and Dolls,3.4,60,3.1362689660890988,1955-11-03
Resident Evil Apocalypse,3.5526315789473686,38,3.1362683763767594,2004-09-10
Paap,3.7222222222222223,27,3.1362680787569412,2003-12-20
The Girl of the Golden West,3.3466666666666667,75,3.1362566273502126,1938-03-18
Susan Slept Here,3.511904761904762,42,3.136255628623632,1954-07-14
Afterglow,3.7916666666666665,24,3.136242154666962,1997-12-26
Longtime Companion,3.5384615384615383,39,3.1362298040329026,1990-05-01
Gainsbourg A Heroic Life,3.6964285714285716,28,3.1362293860206254,2010-01-20
Desperado,3.6964285714285716,28,3.1362293860206254,1995-08-25
The Old Crocodile,3.238562091503268,153,3.1362215234417676,2005-01-01
I Never Promised You a Rose Garden,3.625,32,3.136216646346202,1977-07-14
The Barbaric Beast of Boggy Creek Part II,3.33125,80,3.1362059017537183,1984-02-13
Pigs and Battleships,3.4411764705882355,51,3.1361917884471446,1961-01-21
After Life,3.65,30,3.1361520664303986,2002-09-12
The Sixth,3.9473684210526314,19,3.1361514039192206,1981-12-18
Where Angels Go Trouble Follows,3.7037037037037037,27,3.1361260655781185,1968-04-10
Swamp Women,3.629032258064516,31,3.1361134395391055,1956-11-16
Fantomas,3.329113924050633,79,3.1361040785063365,1964-11-04
Target Earth,3.4035087719298245,57,3.1361024703411737,1954-11-07
Sissi The Young Empress,3.150184842883549,1082,3.136101370620971,1956-12-18
Hiroshima,3.5256410256410255,39,3.1360882732358015,2009-09-15
I due della legione,3.6785714285714284,28,3.136087413165835,1962-08-16
Deconstructing Harry,3.1477623456790123,1296,3.136075128750144,1997-08-26
Blue Velvet,3.2580645161290325,124,3.136069614596561,1986-08-01
Bandits,3.379032258064516,62,3.1360517047323917,2001-10-12
Howl s Moving Castle,3.4479166666666665,48,3.1360248042485286,2004-11-19
Dorian Blues,3.5405405405405403,37,3.136023748636977,2004-01-01
The Awful Dr Orlof,3.5405405405405403,37,3.136023748636977,1962-05-14
CrissCross,3.9210526315789473,19,3.136009067321635,1992-05-08
Nightmare at Noon,3.466666666666667,45,3.135998827762925,1988-09-28
To Kill a Priest,3.466666666666667,45,3.135998827762925,1988-01-01
Greyfriars Bobby,3.782608695652174,23,3.1359965456345082,2005-10-29
The Rage Carrie 2,3.3402777777777777,72,3.1359506006190587,1999-03-11
Victor and the Secret of Crocodile Mansion,3.43,50,3.1359480364827133,2012-03-22
Julia and Julia,3.59375,32,3.1359330227714106,1987-01-01
Signs,3.2794117647058822,102,3.1359287645829688,2002-08-02
Krabat and the Legend of the Satanic Mill,3.207317073170732,205,3.1359285854026817,2008-09-07
The Last Frontier,3.4468085106382977,47,3.1359220096270444,1955-12-07
Stormy Weather,3.6379310344827585,29,3.1359068501440444,2003-09-07
The Freebie,3.324675324675325,77,3.1359002609184046,2010-09-17
Dr Terror s House of Horrors,3.465909090909091,44,3.135895938630629,1965-02-23
A Viking Saga The Darkest Day,3.5757575757575757,33,3.1358944798932287,2013-06-10
Cabin Boy,3.2196531791907512,173,3.135887600002029,1994-01-07
The Front Page,3.185567010309278,291,3.135878422026907,1974-12-01
The Life of Jesus,3.392857142857143,56,3.135859105213657,1997-06-04
Fantasma,3.1659663865546217,476,3.135843783487188,2006-03-23
The Spitfire Grill,3.513157894736842,38,3.1358436637656264,1996-08-23
Sleepers,3.359375,64,3.135834687640519,1996-10-18
Prince of Darkness,3.359375,64,3.135834687640519,1987-10-23
Splatter University,3.359375,64,3.135834687640519,1984-07-13
The Bed Sitting Room,3.277227722772277,101,3.13582748739497,1969-06-01
Hills of Home,3.7291666666666665,24,3.135815751801535,1948-11-25
Dangerous Beauty,3.42,50,3.135806944998995,1998-02-20
The Transporter,3.2660550458715596,109,3.135803445011502,2002-10-02
I Zombie The Chronicles of Pain,3.9705882352941178,17,3.1358017123411868,1998-01-01
American Madness,3.25,124,3.135793203518005,1932-08-04
Isoroku Yamamoto the Commander in Chief of the Combined Fleet,3.2564102564102564,117,3.135779509163465,2011-12-23
Xuxa in Crystal Moon,3.5277777777777777,36,3.1357789822900557,1990-06-22
The Clone Returns Home,3.5277777777777777,36,3.1357789822900557,2008-10-19
Not as a Stranger,3.7,25,3.1357771546230073,1955-07-01
29th Street,3.6206896551724137,29,3.135764917590394,1991-11-01
The Wisdom of Crocodiles,3.390909090909091,55,3.135756495628787,1998-11-27
The Final,3.324324324324324,74,3.1357342484689275,2010-01-28
The Stolen Children,3.475609756097561,41,3.1357283726625096,1992-01-01
Summer Affair,3.6,30,3.1357263896042453,1971-04-09
Sorceress,3.8684210526315788,19,3.1357243941264628,1982-03-01
Clambake,3.3141025641025643,78,3.135722227360837,1967-01-01
The Way Home,3.739130434782609,23,3.1357121962259553,2002-04-05
Sket,3.1940928270042193,237,3.135700828692891,2011-10-28
Pizza,3.6481481481481484,27,3.135700026041649,2005-05-27
The River Wild,3.2666666666666666,105,3.13567651764128,1994-09-30
Samurai Wolf,3.5285714285714285,35,3.135675768444638,1966-11-19
The Return of Doctor X,3.388888888888889,54,3.135653828199853,1939-12-02
Exodus Gods and Kings,3.7857142857142856,21,3.135647163903334,2014-12-03
Capote,3.3706896551724137,58,3.135641829969998,2005-09-30
Hercules in New York,3.2590909090909093,110,3.1356270191707196,1969-02-23
Ossessione,3.272727272727273,99,3.1356247638853927,1943-05-16
Blood for Dracula,3.5454545454545454,33,3.1356109367379603,1974-08-13
Innocence,3.75,22,3.1356085817416917,1997-10-24
Fallen Art,3.4166666666666665,48,3.1356012907808006,2004-01-01
Åke and His World,3.3492063492063493,63,3.1355917261829283,1984-10-26
Scooby Doo and the Reluctant Werewolf,3.3076923076923075,78,3.135582241919323,1988-01-01
The Cosmonaut,3.170103092783505,388,3.1355743860290173,2013-05-17
Camp de Thiaroye,3.5294117647058822,34,3.135572496084653,1988-01-01
Along Came Polly,3.3037974683544302,79,3.1355442934637927,2004-01-16
MVP Most Valuable Primate,3.3684210526315788,57,3.135539216989816,2000-08-11
Pick a Star,3.3684210526315788,57,3.135539216989816,1937-03-21
Out At The Wedding,3.5142857142857142,35,3.135534077218159,2007-01-01
Chimpanzee,3.6875,24,3.1355314832245833,2012-04-20
Petulia,3.3092105263157894,76,3.13551813874375,1968-06-10
Chronicle of a Summer,3.761904761904762,21,3.135504908298463,1961-10-20
My Life in Orange,3.66,25,3.135492966831715,2011-08-18
Edie Thea A Very Long Engagement,3.586206896551724,29,3.1354810524830925,2009-06-21
Mayor Cupcake,3.5303030303030303,33,3.1354691651603264,2011-07-19
Who Framed Roger Rabbit,3.3559322033898304,59,3.1354629170478043,1988-06-21
The Cook,3.3559322033898304,59,3.1354629170478043,1972-04-07
Gunner Palace,3.6346153846153846,26,3.1354544723244047,2004-01-01
Not Reconciled,3.6346153846153846,26,3.1354544723244047,1965-07-04
Master and Commander The Far Side of the World,3.451219512195122,41,3.13544547122537,2003-11-14
Grave Secrets The Legacy of Hilltop Drive,3.451219512195122,41,3.13544547122537,1992-03-02
True Heart,3.301282051282051,78,3.135442256477809,1999-02-17
Yaji and Kita The Midnight Pilgrims,3.3660714285714284,56,3.1354365461962472,2005-04-02
Quality Street,3.6956521739130435,23,3.135427846817402,1937-03-26
The Devil s Rain,3.2436974789915967,119,3.1354275497363373,1975-07-01
Meshes of the Afternoon,3.3596491228070176,57,3.1353984036519766,1943-01-01
They Might Be Giants,3.5,35,3.1353923859916795,1971-06-09
Reservation Road,3.5,35,3.1353923859916795,2007-09-13
Oblivion,3.5892857142857144,28,3.1353775488918845,1994-06-06
The Sea Chase,3.8823529411764706,17,3.1353744592934483,1955-06-04
The Coast Guard,3.13731089842544,6478,3.135358977485252,2002-11-22
Wedding Daze,3.3823529411764706,51,3.1353454783591284,2006-09-09
Turbulence 2 Fear of Flying,3.7045454545454546,22,3.1353241514555545,1999-12-27
In the Mood for Love,3.3333333333333335,63,3.1353105745859873,2000-05-22
Drunken Angel,3.789473684210526,19,3.135297384333705,1948-04-27
Rocco and His Brothers,3.357142857142857,56,3.1352956931904443,1960-10-06
The Triangle,3.6739130434782608,23,3.1352856721131253,2001-08-13
Blow Up,3.3877551020408165,49,3.135280752988438,1966-12-18
127 Hours,3.3,75,3.1352759055389594,2010-11-05
The Darjeeling Limited,3.3679245283018866,53,3.1352691585901202,2007-09-29
Iron Jawed Angels,3.272222222222222,90,3.1352677749002287,2004-01-16
Dinocroc,3.2375,120,3.1352517161125237,2004-04-20
The Scapegoat,3.6458333333333335,24,3.135247214647632,1959-08-06
The Big Lebowski,3.38,50,3.1352425790641227,1998-03-06
Under Siege,3.5714285714285716,28,3.1352355760370942,1992-10-08
Turbo A Power Rangers Movie,3.4186046511627906,43,3.1352275083938697,1997-03-27
Dangerous Game,3.515625,32,3.1352239638344317,1993-11-19
Corto Maltese The Ballad of the Salt Sea,3.62,25,3.1352087790404224,2003-01-01
Summer School,3.8055555555555554,18,3.1351935337113273,1978-05-01
Always Outnumbered,3.5,33,3.135185622005058,1998-03-21
Into the Mirror,3.3134328358208953,67,3.1351585743898673,2003-08-14
Beyond Gay The Politics of Pride,3.763157894736842,19,3.135155047736119,2010-03-26
Tony Rome,3.4473684210526314,38,3.135135809413738,1967-10-31
Moonshine County Express,3.4473684210526314,38,3.135135809413738,1977-06-01
The Violin,3.574074074074074,27,3.135131973326357,2005-03-11
Amigo,3.725,20,3.135116583666526,2010-07-14
The Stig Helmer Story,3.210191082802548,157,3.1351135783081623,2011-12-25
The Arrival of Wang,3.4714285714285715,35,3.1351090035387212,2012-03-09
Entre Nos,3.3278688524590163,61,3.1351053931831436,2009-04-25
And God Created Woman,3.625,24,3.135105080359156,1956-11-28
Pretty Butterflies,4.038461538461538,13,3.135101132567423,2012-09-06
Wanda Sykes Sick and Tired,3.4358974358974357,39,3.135097557656091,2006-10-14
Girl,3.823529411764706,17,3.1350896239282897,2002-09-01
The Green Room,3.5,32,3.135082152047036,1978-04-05
Wrong Side Up,3.9642857142857144,14,3.135062618076127,2005-02-17
The Walking Dead,3.375,48,3.1350366061571626,1995-02-24
Arthur and the Revenge of Maltazard,3.576923076923077,26,3.135028311747099,2009-11-26
Jonny Vang,3.355769230769231,52,3.13502528390982,2003-02-14
Myra Breckinridge,3.2451923076923075,104,3.135019359521774,1970-06-24
Midnight Movies From the Margin to the Mainstream,3.5166666666666666,30,3.1350169282273224,2006-06-20
Princess and the Pony,3.240740740740741,108,3.1350082324636124,2011-01-25
Born to the West,3.252577319587629,97,3.135004080340715,1937-12-10
The Headless Woman,3.325,60,3.135002715878057,2008-08-21
Padayappa,3.3125,64,3.134991469921704,1999-04-01
Thousands Cheer,3.84375,16,3.1349856549340243,1943-01-01
Little Miss Sunshine,3.4047619047619047,42,3.1349829322041516,2006-07-26
Asoka,3.3333333333333335,57,3.1349759636384587,2001-09-13
Children of the Corn II The Final Sacrifice,3.7,20,3.1349742875768225,1993-01-29
Fuel,3.380434782608696,46,3.1349716514174357,2009-01-01
Snow White The Fairest of Them All,3.4571428571428573,35,3.134967312312242,2001-10-28
A Fistful of Dollars,3.1605922551252847,439,3.134960499310272,1964-09-12
Summer Catch,3.423076923076923,39,3.1349560268589896,2001-08-22
Television Under The Swastika,3.7941176470588234,17,3.13494720624571,1999-01-01
Baghead,3.3275862068965516,58,3.134937961508936,2008-01-21
Chunhyang,3.6666666666666665,21,3.13493588587898,2000-01-29
Spin,3.3363636363636364,55,3.134911139452051,2005-01-01
Rita s Last Fairy Tale,3.75,18,3.134908779454251,2012-11-01
Charlie Muffin,3.2928571428571427,70,3.1349044984812386,1979-12-11
The Secret Diaries of Miss Anne Lister,3.6363636363636362,22,3.1348975060263493,2010-03-01
The Kennedys,3.2222222222222223,126,3.134889400433018,2011-04-03
The Adventures of Picasso,3.5576923076923075,26,3.1348862582213304,1978-05-20
Just Call Me Nobody,3.402439024390244,41,3.1348796683510916,2010-12-03
Cría Cuervos,3.3777777777777778,45,3.134868501098519,1975-01-26
Blue Like Jazz,3.261627906976744,86,3.1348602300931447,2012-04-13
Lone Rider,3.4210526315789473,38,3.134852667672982,2008-04-08
The Savages,3.3046875,64,3.134850933635235,2007-01-19
The Other Side of Midnight,3.2555555555555555,90,3.1348492247579216,1977-06-08
Austin High,3.140096618357488,2070,3.134848961444954,2011-10-22
Hitch,3.339622641509434,53,3.134846242158407,2005-02-10
The Boondock Saints,3.369565217391304,46,3.134830400499305,1999-01-22
The End of St Petersburg,3.442857142857143,35,3.1348256210857626,1927-12-13
The Jerk,3.35,50,3.134819304612969,1979-12-14
The Telephone Book,3.35,50,3.134819304612969,1971-10-03
Cool Runnings,3.2527472527472527,91,3.1348116078128316,1993-09-30
Making a Killing The Untold Story of Psychotropic Drugging,3.517857142857143,28,3.134809657472724,2008-10-24
Terminal Justice,3.764705882352941,17,3.1348047885631307,1996-04-01
Steel Frontier,3.1513975155279503,644,3.134799326136459,1995-03-28
The Hunt for the BTK Killer,3.327272727272727,55,3.1347702467559286,2005-10-09
It s My Party,3.4545454545454546,33,3.1347603072721557,1996-03-22
September Vacation,3.6136363636363638,22,3.1347552908832808,1979-01-01
Company Limited,3.6136363636363638,22,3.1347552908832808,1971-09-24
Norwegian Ninja,3.8333333333333335,15,3.1347391278178978,2010-08-13
The Take,3.8333333333333335,15,3.1347391278178978,2009-06-17
Desperately Seeking Susan,3.2,160,3.1347289538801903,1985-03-29
She s Out of My League,3.6842105263157894,19,3.1347280379433613,2010-03-11
Inkheart,3.3666666666666667,45,3.1347272102654684,2008-12-11
Huge,3.5869565217391304,23,3.134716973296019,2010-06-18
Intoxicating,3.5869565217391304,23,3.134716973296019,2003-07-01
Ghost Graduation,3.5185185185185186,27,3.1347059337898884,2012-02-03
Slumber Party Massacre II,3.467741935483871,31,3.1346949193393776,1987-10-30
Zabriskie Point,3.2590361445783134,83,3.1346937630528515,1970-02-09
London s Trafalgar Square,3.5625,24,3.1346786774937287,1890-01-01
Passed Away,3.2697368421052633,76,3.134677755529004,1992-04-24
Nathalie,3.735294117647059,17,3.134662370880551,2003-09-11
Violeta Went to Heaven,3.619047619047619,21,3.134651374669238,2011-08-11
The Forest,3.619047619047619,21,3.134651374669238,2012-12-14
The Antics Roadshow,3.3875,40,3.134634855308008,2011-08-13
Red Headed Woman,3.6944444444444446,18,3.134624025197175,1932-06-25
Give Us This Day,3.466666666666667,30,3.1345912514011687,1949-10-14
The Curious Case of Benjamin Button,3.2746478873239435,71,3.134586134337814,2008-11-24
Showdown at Area 51,3.25,86,3.134580884878328,2007-01-01
Pet Sematary,3.2890625,64,3.1345698610622965,1989-04-21
Fit,3.9583333333333335,12,3.134569185831319,1994-12-26
The Entitled,3.75,16,3.1345582801548346,2011-09-06
J accuse,3.625,20,3.134547399307712,1919-04-25
Stay Hungry,3.263157894736842,76,3.13453769165988,1976-04-23
Saving Private Ryan,3.33,50,3.1345371216455327,1998-07-24
The Children,3.4375,32,3.1345149048974528,1985-02-01
Sazen Tange and the Pot Worth a Million Ryo,3.5952380952380953,21,3.1345091190643677,1935-06-15
From the Life of the Marionettes,3.5952380952380953,21,3.1345091190643677,1980-10-08
